========================================
 PHASE 2: GRPO REINFORCEMENT LEARNING   
========================================
Loading Phase 1 Brain via MMAP from /opt/rishabh_experimental/rishabh_final.pt...
Initializing ZERO-VRAM SGD Optimizer (lr=1e-4)...
Starting GRPO Loop!
/usr/lib/python3.11/contextlib.py:105: FutureWarning: `torch.backends.cuda.sdp_kernel()` is deprecated. In the future, this context manager will be removed. Please see `torch.nn.attention.sdpa_kernel()` for the new context manager, with updated signature.
  self.gen = func(*args, **kwds)
RL Step 1 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.6s | Prob: A train travels at 63 km/h for... | Ans: 73.0
RL Step 198 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 64 km/h for... | Ans: 81.22
RL Step 199 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 65 km/h for... | Ans: 71.6
RL Step 200 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 51 km/h for... | Ans: 62.14
Saving RL Checkpoint at step 200...
RL Step 201 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 71 km/h for... | Ans: 67.57
RL Step 202 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 79 km/h for... | Ans: 84.0
RL Step 203 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 54 km/h for... | Ans: 68.25
RL Step 204 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 56 km/h for... | Ans: 71.5
RL Step 205 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 69 km/h for... | Ans: 84.0
RL Step 206 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 69 km/h for... | Ans: 90.43
RL Step 207 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 80 km/h for... | Ans: 74.5
RL Step 208 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 50 km/h for... | Ans: 65.0
RL Step 209 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 79 km/h for... | Ans: 68.71
RL Step 210 | Loss: -0.0020 | Avg Reward: 0.17 | Time: 8.1s | Prob: A train travels at 56 km/h for... | Ans: 63.0
RL Step 211 | Loss: 0.0117 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 80 km/h for... | Ans: 70.0
RL Step 212 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 58 km/h for... | Ans: 65.33
RL Step 213 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 63 km/h for... | Ans: 63.0
RL Step 214 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 61 km/h for... | Ans: 78.0
RL Step 215 | Loss: 0.0098 | Avg Reward: 0.17 | Time: 8.1s | Prob: A train travels at 63 km/h for... | Ans: 81.0
RL Step 216 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 68 km/h for... | Ans: 68.8
RL Step 217 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 79 km/h for... | Ans: 83.38
RL Step 218 | Loss: 0.0003 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 49 km/h for... | Ans: 67.8
RL Step 219 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 74 km/h for... | Ans: 78.8
RL Step 220 | Loss: -0.0098 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 57 km/h for... | Ans: 68.6
RL Step 221 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 67 km/h for... | Ans: 73.11
RL Step 222 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 53 km/h for... | Ans: 60.33
RL Step 223 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 47 km/h for... | Ans: 70.11
RL Step 224 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 60 km/h for... | Ans: 78.5
RL Step 225 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 55 km/h for... | Ans: 70.0
RL Step 226 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 44 km/h for... | Ans: 56.89
RL Step 227 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 74 km/h for... | Ans: 70.14
RL Step 228 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 48 km/h for... | Ans: 58.29
RL Step 229 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 72 km/h for... | Ans: 77.43
RL Step 230 | Loss: 0.0117 | Avg Reward: 0.17 | Time: 8.1s | Prob: A train travels at 60 km/h for... | Ans: 66.0
RL Step 231 | Loss: 0.0039 | Avg Reward: 0.17 | Time: 8.3s | Prob: A train travels at 67 km/h for... | Ans: 68.33
RL Step 232 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 54 km/h for... | Ans: 67.33
RL Step 233 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 56 km/h for... | Ans: 62.67
RL Step 234 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 55 km/h for... | Ans: 59.2
RL Step 235 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 41 km/h for... | Ans: 62.0
RL Step 236 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 65 km/h for... | Ans: 72.6
RL Step 237 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 65 km/h for... | Ans: 62.78
RL Step 238 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 65 km/h for... | Ans: 69.29
RL Step 239 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 65 km/h for... | Ans: 62.14
RL Step 240 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 61 km/h for... | Ans: 60.29
RL Step 241 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 72 km/h for... | Ans: 75.0
RL Step 242 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 77 km/h for... | Ans: 88.5
RL Step 243 | Loss: 0.0039 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 60 km/h for... | Ans: 63.5
RL Step 244 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 57 km/h for... | Ans: 70.33
RL Step 245 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 54 km/h for... | Ans: 60.86
RL Step 246 | Loss: 0.0005 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 73 km/h for... | Ans: 71.0
RL Step 247 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 40 km/h for... | Ans: 60.14
RL Step 248 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 44 km/h for... | Ans: 52.33
RL Step 249 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 54 km/h for... | Ans: 67.8
RL Step 250 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 41 km/h for... | Ans: 59.57
RL Step 251 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 54 km/h for... | Ans: 61.0
RL Step 252 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 56 km/h for... | Ans: 60.0
RL Step 253 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 76 km/h for... | Ans: 92.43
RL Step 254 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 70 km/h for... | Ans: 68.75
RL Step 255 | Loss: 0.0645 | Avg Reward: 0.17 | Time: 8.1s | Prob: A train travels at 45 km/h for... | Ans: 73.8
RL Step 256 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 64 km/h for... | Ans: 79.5
RL Step 257 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 62 km/h for... | Ans: 67.5
RL Step 258 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 43 km/h for... | Ans: 61.67
RL Step 259 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 46 km/h for... | Ans: 58.0
RL Step 260 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 66 km/h for... | Ans: 69.67
RL Step 261 | Loss: -0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 51 km/h for... | Ans: 60.5
RL Step 262 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 73 km/h for... | Ans: 72.56
RL Step 263 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 51 km/h for... | Ans: 62.67
RL Step 264 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 64 km/h for... | Ans: 67.67
RL Step 265 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 54 km/h for... | Ans: 64.86
RL Step 266 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 48 km/h for... | Ans: 59.14
RL Step 267 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 55 km/h for... | Ans: 71.2
RL Step 268 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 67 km/h for... | Ans: 76.0
RL Step 269 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 64 km/h for... | Ans: 70.0
RL Step 270 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 52 km/h for... | Ans: 63.43
RL Step 271 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 73 km/h for... | Ans: 83.29
RL Step 272 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 56 km/h for... | Ans: 72.4
RL Step 273 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 46 km/h for... | Ans: 62.5
RL Step 274 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 47 km/h for... | Ans: 66.0
RL Step 275 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 49 km/h for... | Ans: 83.29
RL Step 276 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 55 km/h for... | Ans: 77.5
RL Step 277 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 43 km/h for... | Ans: 61.0
RL Step 278 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 76 km/h for... | Ans: 88.14
RL Step 279 | Loss: -0.0039 | Avg Reward: 0.17 | Time: 8.3s | Prob: A train travels at 76 km/h for... | Ans: 84.5
RL Step 280 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 48 km/h for... | Ans: 57.0
RL Step 281 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 64 km/h for... | Ans: 71.0
RL Step 282 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 53 km/h for... | Ans: 76.5
RL Step 283 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 71 km/h for... | Ans: 81.0
RL Step 284 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 71 km/h for... | Ans: 81.0
RL Step 285 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 79 km/h for... | Ans: 72.62
RL Step 286 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 61 km/h for... | Ans: 79.0
RL Step 287 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 56 km/h for... | Ans: 66.67
RL Step 288 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 51 km/h for... | Ans: 70.0
RL Step 289 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 80 km/h for... | Ans: 75.0
RL Step 290 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 59 km/h for... | Ans: 61.8
RL Step 291 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 44 km/h for... | Ans: 59.6
RL Step 292 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 49 km/h for... | Ans: 58.38
RL Step 293 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 60 km/h for... | Ans: 77.5
RL Step 294 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.0s | Prob: A train travels at 56 km/h for... | Ans: 62.6
RL Step 295 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 45 km/h for... | Ans: 70.5
RL Step 296 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 66 km/h for... | Ans: 78.75
RL Step 297 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 42 km/h for... | Ans: 62.5
RL Step 298 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 63 km/h for... | Ans: 68.71
RL Step 299 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 73 km/h for... | Ans: 69.29
RL Step 300 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 77 km/h for... | Ans: 83.8
RL Step 301 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 42 km/h for... | Ans: 50.44
RL Step 302 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 57 km/h for... | Ans: 74.86
RL Step 303 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 61 km/h for... | Ans: 69.57
RL Step 304 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 66 km/h for... | Ans: 69.67
RL Step 305 | Loss: 0.0078 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 56 km/h for... | Ans: 70.29
RL Step 306 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 74 km/h for... | Ans: 87.75
RL Step 307 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 63 km/h for... | Ans: 76.33
RL Step 308 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 43 km/h for... | Ans: 53.0
RL Step 309 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 51 km/h for... | Ans: 64.14
RL Step 310 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 77 km/h for... | Ans: 74.5
RL Step 311 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 65 km/h for... | Ans: 80.5
RL Step 312 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 68 km/h for... | Ans: 63.33
RL Step 313 | Loss: 0.0003 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 77 km/h for... | Ans: 82.0
RL Step 314 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 71 km/h for... | Ans: 85.5
RL Step 315 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 64 km/h for... | Ans: 69.0
RL Step 316 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 49 km/h for... | Ans: 55.0
RL Step 317 | Loss: -0.0137 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 68 km/h for... | Ans: 67.33
RL Step 318 | Loss: -0.0117 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 80 km/h for... | Ans: 85.2
RL Step 319 | Loss: 0.0003 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 53 km/h for... | Ans: 70.0
RL Step 320 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 79 km/h for... | Ans: 90.43
RL Step 321 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 66 km/h for... | Ans: 66.6
RL Step 322 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 73 km/h for... | Ans: 71.0
RL Step 323 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 53 km/h for... | Ans: 64.88
RL Step 324 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 53 km/h for... | Ans: 70.14
RL Step 325 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 42 km/h for... | Ans: 66.29
RL Step 326 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 46 km/h for... | Ans: 64.0
RL Step 327 | Loss: 0.0098 | Avg Reward: 0.17 | Time: 8.1s | Prob: A train travels at 52 km/h for... | Ans: 66.5
RL Step 328 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 58 km/h for... | Ans: 73.5
RL Step 329 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 42 km/h for... | Ans: 70.0
RL Step 330 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 70 km/h for... | Ans: 68.5
RL Step 331 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 73 km/h for... | Ans: 75.0
RL Step 332 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 64 km/h for... | Ans: 70.29
RL Step 333 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 49 km/h for... | Ans: 64.86
RL Step 334 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 51 km/h for... | Ans: 75.57
RL Step 335 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 50 km/h for... | Ans: 69.0
RL Step 336 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 73 km/h for... | Ans: 83.71
RL Step 337 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 47 km/h for... | Ans: 65.0
RL Step 338 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 59 km/h for... | Ans: 69.29
RL Step 339 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 74 km/h for... | Ans: 71.0
RL Step 340 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 67 km/h for... | Ans: 74.78
RL Step 341 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 47 km/h for... | Ans: 67.4
RL Step 342 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 70 km/h for... | Ans: 68.5
RL Step 343 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 47 km/h for... | Ans: 63.88
RL Step 344 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 46 km/h for... | Ans: 56.0
RL Step 345 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 48 km/h for... | Ans: 78.0
RL Step 346 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 46 km/h for... | Ans: 83.86
RL Step 347 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 67 km/h for... | Ans: 64.78
RL Step 348 | Loss: 0.0117 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 65 km/h for... | Ans: 65.0
RL Step 349 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 56 km/h for... | Ans: 76.0
RL Step 350 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 72 km/h for... | Ans: 79.6
RL Step 351 | Loss: -0.0176 | Avg Reward: 0.17 | Time: 8.1s | Prob: A train travels at 61 km/h for... | Ans: 77.0
RL Step 352 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 72 km/h for... | Ans: 79.5
RL Step 353 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 73 km/h for... | Ans: 76.33
RL Step 354 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 80 km/h for... | Ans: 75.0
RL Step 355 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 57 km/h for... | Ans: 82.33
RL Step 356 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 67 km/h for... | Ans: 68.67
RL Step 357 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 75 km/h for... | Ans: 82.33
RL Step 358 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 61 km/h for... | Ans: 74.14
RL Step 359 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 57 km/h for... | Ans: 68.67
RL Step 360 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 45 km/h for... | Ans: 68.89
RL Step 361 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 52 km/h for... | Ans: 70.86
RL Step 362 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 73 km/h for... | Ans: 81.14
RL Step 363 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 55 km/h for... | Ans: 65.29
RL Step 364 | Loss: -0.0137 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 56 km/h for... | Ans: 65.0
RL Step 365 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 40 km/h for... | Ans: 78.0
RL Step 366 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 46 km/h for... | Ans: 62.11
RL Step 367 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 53 km/h for... | Ans: 75.5
RL Step 368 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 56 km/h for... | Ans: 58.0
RL Step 369 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 78 km/h for... | Ans: 74.0
RL Step 370 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 77 km/h for... | Ans: 75.0
RL Step 371 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 40 km/h for... | Ans: 51.25
RL Step 372 | Loss: 0.0195 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 59 km/h for... | Ans: 60.67
RL Step 373 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 59 km/h for... | Ans: 62.43
RL Step 374 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 73 km/h for... | Ans: 80.5
RL Step 375 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 69 km/h for... | Ans: 65.4
RL Step 376 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 52 km/h for... | Ans: 70.0
RL Step 377 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 42 km/h for... | Ans: 52.12
RL Step 378 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 44 km/h for... | Ans: 67.5
RL Step 379 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 43 km/h for... | Ans: 67.0
RL Step 380 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 77 km/h for... | Ans: 77.86
RL Step 381 | Loss: 0.0078 | Avg Reward: 0.17 | Time: 8.1s | Prob: A train travels at 61 km/h for... | Ans: 71.5
RL Step 382 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 51 km/h for... | Ans: 57.88
RL Step 383 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 70 km/h for... | Ans: 71.88
RL Step 384 | Loss: 0.0059 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 74 km/h for... | Ans: 81.5
RL Step 385 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 40 km/h for... | Ans: 52.8
RL Step 386 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 69 km/h for... | Ans: 67.0
RL Step 387 | Loss: 0.0098 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 58 km/h for... | Ans: 78.0
RL Step 388 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 53 km/h for... | Ans: 74.0
RL Step 389 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 72 km/h for... | Ans: 78.33
RL Step 390 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 69 km/h for... | Ans: 69.5
RL Step 391 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 66 km/h for... | Ans: 78.0
RL Step 392 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 58 km/h for... | Ans: 68.5
RL Step 393 | Loss: 0.0000 | Avg Reward: 0.17 | Time: 8.0s | Prob: A train travels at 80 km/h for... | Ans: 82.0
RL Step 394 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 51 km/h for... | Ans: 55.44
